id,section,difficulty,topic,question,A,B,C,D,answer
SAP_CO_393,SAP Engineer,Medium,CO,What is an activity type in CO?,"Unit of work performed by a cost center (e.g., machine hours)",A cost element,A cost center,An order,A
SAP_CO_394,SAP Engineer,Medium,CO,What is a statistical key figure?,"Quantity measure used for allocation (e.g., headcount, area)",A cost element,An activity type,A price,A
SAP_CO_395,SAP Engineer,Medium,CO,What is the purpose of distribution in CO?,Allocates primary cost elements from sender to receiver cost centers,Posts secondary costs,Settles an order,Updates GL,A
SAP_CO_396,SAP Engineer,Medium,CO,What is the purpose of assessment in CO?,Allocates costs using a single secondary cost element (lumped),Allocates with primary elements,Posts to G/L,Settles an order,A
SAP_CO_397,SAP Engineer,Hard,CO,What is a periodic repost in CO?,Corrects incorrect cost center assignments within a period,An allocation,A settlement,A distribution,A
SAP_CO_398,SAP Engineer,Easy,CO,What is actual cost accounting?,Records costs as they actually occur,Planned cost accounting,Standard cost accounting,Budget accounting,A
SAP_CO_399,SAP Engineer,Easy,CO,What is plan/budget in CO?,Predefined target costs for comparing with actuals,Actual cost,Standard cost,Estimate cost,A
SAP_CO_400,SAP Engineer,Medium,CO,What is transaction KP06?,Enter Cost Center Planning,Display cost center actuals,Create cost center,Run depreciation,A
SAP_CO_401,SAP Engineer,Easy,CO,What is variance analysis in CO?,Compares actual vs. planned/standard costs to identify differences,A report type,A settlement,An allocation,A
SAP_CO_402,SAP Engineer,Hard,CO,What is target cost?,Planned cost adjusted for actual activity output,Actual cost,Standard cost,Budget cost,A
SAP_CO_403,SAP Engineer,Medium,CO,What is a costing run in CO?,Mass execution of product cost estimates for all materials,A period-end closing step only,A payment run,A depreciation run,A
SAP_CO_404,SAP Engineer,Easy,CO,What is standard cost estimate?,Pre-calculated cost for a product used as reference,Actual cost,Target cost,Plan cost,A
SAP_CO_405,SAP Engineer,Hard,CO,What is the cost of goods manufactured (COGM)?,Total production cost of goods produced in a period,COGS,Revenue,Variance,A
SAP_CO_406,SAP Engineer,Easy,CO,What is cost of goods sold (COGS)?,Cost of goods delivered to customers in a period,COGM,Revenue,Overhead,A
SAP_CO_407,SAP Engineer,Easy,CO,What is CO-PC (Product Costing)?,CO sub-module for calculating product manufacturing costs,CO-CCA,CO-PCA,CO-PA,A
SAP_CO_408,SAP Engineer,Easy,CO,What is CO-PA (Profitability Analysis)?,Analyzes profitability by market segments,CO-PC,CO-CCA,CO-OPA,A
SAP_CO_409,SAP Engineer,Hard,CO,What is costing-based CO-PA?,Stores cost and revenue data by value fields (not G/L accounts),Account-based CO-PA,G/L-based PA,Contribution margin PA,A
SAP_CO_410,SAP Engineer,Hard,CO,What is account-based CO-PA?,Uses G/L accounts for profitability analysis (recommended in S/4HANA),Costing-based CO-PA,Value field-based PA,Plan-based PA,A
SAP_CO_411,SAP Engineer,Hard,CO,What is transaction KE24?,Display CO-PA Line Items,Run CO-PA report,Create PA characteristic,Configure PA structure,A
SAP_CO_412,SAP Engineer,Easy,CO,What is a CO document?,Record of a CO posting (internal cost transaction),A FI document,An MM document,A PP document,A
SAP_CO_413,SAP Engineer,Medium,CO,What is the relationship between FI and CO in SAP?,FI posts to G/L; CO posts to cost objects — linked via reconciliation,They are independent,CO posts to FI only,FI and CO share one document,A
SAP_CO_414,SAP Engineer,Hard,CO,What is the reconciliation ledger?,(Classic SAP) Reconciles FI and CO postings for cross-company flows,A payment ledger,A balance ledger,A G/L ledger,A
SAP_CO_415,SAP Engineer,Hard,CO,What is transaction KB11N?,Enter Direct Activity Allocation — manual CO activity posting,Enter reposting,Enter statistical key figure,Enter distribution,A
SAP_CO_416,SAP Engineer,Hard,CO,What is transaction KB21N?,Enter Activity Allocation — allocates activities between cost centers,Display activity,Create activity type,Plan activity,A
SAP_CO_417,SAP Engineer,Hard,CO,What is transaction KB31N?,Enter Statistical Key Figures,Enter activity allocation,Enter cost posting,Enter distribution,A
SAP_CO_418,SAP Engineer,Medium,CO,What is the cost center hierarchy?,Tree structure organizing cost centers into groups,A profit center hierarchy,An order hierarchy,A project hierarchy,A
SAP_CO_419,SAP Engineer,Hard,CO,What is transaction OKEON?,Cost Center Hierarchy — display/maintain cost center groups,Create cost center,Create profit center,Create order,A
SAP_CO_420,SAP Engineer,Easy,CO,What is transaction KS03?,Display Cost Center,Change cost center,Create cost center,Delete cost center,A
SAP_CO_421,SAP Engineer,Hard,CO,What is transaction KOB1?,Display Actual Cost Line Items for Orders,Plan line items,Settlement,Create order,A
SAP_CO_422,SAP Engineer,Medium,CO,What is a settlement rule?,Defines how and where collected costs on an order are settled,A distribution rule,An assessment rule,A payment rule,A
SAP_CO_423,SAP Engineer,Medium,CO,What is settlement in CO?,"Transferring costs from a sender (order) to a receiver (cost center, G/L, PA)",An allocation,A distribution,An assessment,A
SAP_CO_424,SAP Engineer,Hard,CO,What is transaction KO88?,Actual Settlement of an Internal Order,Plan settlement,Create settlement rule,Display order,A
SAP_CO_425,SAP Engineer,Easy,CO,What is overhead in CO?,"Indirect costs allocated to cost objects (rent, utilities, admin)",Direct material cost,Direct labor cost,Sales cost,A
SAP_CO_426,SAP Engineer,Hard,CO,What is overhead costing sheet?,Defines overhead percentage rates applied to production orders,A settlement rule,A cost element,A price list,A
SAP_CO_427,SAP Engineer,Hard,CO,What is activity price calculation?,Determines the rate for activity types (plan price for allocation),Variance calculation,Distribution,Assessment,A
SAP_CO_428,SAP Engineer,Hard,CO,What is transaction KSPI?,Execute Actual Price Calculation for cost centers,Plan price calculation,Activity allocation,Cost distribution,A
SAP_CO_429,SAP Engineer,Easy,CO,What is a budget in CO?,Authorized spending limit for a cost center or order,A plan,An estimate,A forecast,A
SAP_CO_430,SAP Engineer,Hard,CO,What is budget availability control?,Checks actual+committed costs against budget and warns/blocks,Variance analysis,Settlement check,Cost distribution,A
SAP_CO_431,SAP Engineer,Hard,CO,What is transaction KO30?,Activate/deactivate budget availability control for internal orders,Set budget,Display budget,Create order,A
SAP_CO_432,SAP Engineer,Hard,CO,What is commitment in CO?,"Obligation to spend (e.g., purchase order not yet invoiced)",An actual cost,A planned cost,A budget,A
SAP_CO_433,SAP Engineer,Easy,CO,What is a cost object?,"Any SAP object collecting costs (cost center, order, WBS, product)",A G/L account,A vendor,A customer,A
SAP_CO_434,SAP Engineer,Medium,CO,What is period-end closing in CO?,"Month-end activities: allocations, settlements, variance calculation",Year-end closing,Fiscal year opening,Budget planning,A
SAP_CO_435,SAP Engineer,Hard,CO,What is the CO period-end sequence?,Allocations → Activity Price Calc → Settlements → Variance Calc → CO-PA Transfer,Random order,Settlements first,Variance calc first,A
SAP_CO_436,SAP Engineer,Medium,CO,What is the CO integration with MM?,Goods receipts/invoices generate CO postings to cost objects,CO is independent,MM posts to FI only,CO posts to MM,A
SAP_CO_437,SAP Engineer,Medium,CO,What is the CO integration with PP (Production Planning)?,Production orders collect actual costs from CO and settle to product,CO is independent,PP posts to FI only,CO posts to PP,A
SAP_CO_438,SAP Engineer,Medium,CO,What is the CO integration with SD?,Revenue from sales orders flows to CO-PA,CO is independent,SD posts to FI only,CO posts to SD,A
SAP_CO_439,SAP Engineer,Hard,CO,What is a cost collector?,Object accumulating costs for product cost by period,An internal order,A WBS element,A cost center,A
SAP_CO_440,SAP Engineer,Hard,CO,What is actual costing/material ledger?,Calculates actual cost of materials using all price differences,Standard cost only,Planned cost,Estimated cost,A
SAP_CO_441,SAP Engineer,Hard,CO,What is price determination in material ledger?,Calculates actual moving average or periodic unit price,Standard price calc,Planned price calc,Budget price calc,A
SAP_CO_442,SAP Engineer,Hard,CO,What is transaction MR21?,Change Material Price — manual price update in material master,Create material,Display material price,Run costing,A
SAP_CO_443,SAP Engineer,Easy,CO,What is CCA (Cost Center Accounting)?,"CO sub-module for cost center planning, allocation, and reporting",Profit center accounting,Internal order accounting,PA analysis,A
SAP_CO_444,SAP Engineer,Medium,CO,What is OPA (Order and Project Accounting)?,CO sub-module tracking costs on internal orders and WBS elements,CCA,PCA,CO-PA,A
SAP_CO_445,SAP Engineer,Easy,CO,What is PCA (Profit Center Accounting)?,Tracks revenues and costs by profit center for internal reporting,CCA,OPA,CO-PA,A
SAP_CO_446,SAP Engineer,Hard,CO,What is transaction 1KE8?,Transfer Actual Profit Center Data from FI to CO-PCA,Create profit center,Display plan,Run distribution,A
SAP_CO_447,SAP Engineer,Hard,CO,What is a template allocation in CO?,Dynamic allocation based on formulas and quantity structures,Fixed allocation,Statistical allocation,Budget allocation,A
SAP_CO_448,SAP Engineer,Hard,CO,What is transfer price in CO?,Price for goods/services exchanged between profit centers,Market price,Standard price,Material price,A
SAP_CO_449,SAP Engineer,Medium,CO,What is contribution margin?,Revenue minus variable costs,Gross profit,Net profit,Operating profit,A
SAP_CO_450,SAP Engineer,Medium,CO,What is break-even analysis in CO?,Finding output level where total revenue equals total cost,Budget analysis,Variance analysis,Settlement analysis,A
SAP_CO_451,SAP Engineer,Easy,CO,What is fixed cost vs variable cost in CO?,Fixed costs don't change with output; variable costs do,Both change with output,Both are fixed,"Fixed changes, variable stays",A
SAP_CO_452,SAP Engineer,Medium,CO,What is a rollup in CO hierarchy?,Aggregating values from lower to higher nodes in hierarchy,A distribution,An allocation,A repost,A
SAP_CO_453,SAP Engineer,Hard,CO,What is transaction S_ALR_87013611?,Cost Centers: Plan/Actual Comparison report,Profit center report,Order report,PA report,A
SAP_CO_454,SAP Engineer,Medium,CO,What is transaction KSB1?,Cost Center: Actual Line Items report,Plan line items,Cost element report,Order report,A
SAP_CO_455,SAP Engineer,Hard,CO,What is transaction GR55?,Execute Report Group — runs CO reporting groups,Create report,Display report,Schedule report,A
SAP_CO_456,SAP Engineer,Medium,CO,What is CO-OM (Overhead Management)?,Sub-component managing overhead cost collection and allocation,Product costing,Profitability analysis,Project accounting,A
SAP_CO_457,SAP Engineer,Hard,CO,What is a resource in CO?,Combination of an activity type and cost center for cost calculation,A cost element,An order,A WBS element,A
SAP_CO_458,SAP Engineer,Hard,CO,What is cost splitting in CO?,Divides fixed and variable cost portions in activity rates,Cost distribution,Cost allocation,Cost settlement,A
SAP_CO_459,SAP Engineer,Hard,CO,What is actual overhead rate?,Overhead rate calculated from actual costs after period end,Planned overhead rate,Standard overhead rate,Budgeted rate,A
SAP_CO_460,SAP Engineer,Easy,CO,What is FICO integration?,Link between FI (external) and CO (internal) accounting in SAP,A module name,An SAP release,A reporting tool,A
SAP_CO_461,SAP Engineer,Medium,CO,What is document number range in CO?,Sequence of numbers assigned to CO documents,A CO account range,A cost center range,An order range,A
SAP_CO_462,SAP Engineer,Hard,CO,What is transaction OKB9?,Account Assignment for Default Account Assignment in CO,Create cost center,Plan cost center,Create order,A
SAP_CO_463,SAP Engineer,Hard,CO,What is TCODE KE30 used for?,Execute Profitability Analysis report,Create PA characteristic,Configure PA,Display PA line items,A
SAP_CO_464,SAP Engineer,Hard,CO,What is an EC-PCA vs CO-PA?,EC-PCA is classic profit center accounting; CO-PA is advanced profitability analysis,Same module,EC-PCA is newer,CO-PA is for costs only,A
SAP_CO_465,SAP Engineer,Hard,CO,What is transaction 3KEH?,Maintain Default Profit Center Assignment to G/L accounts,Create profit center,Display profit center,Allocate profit center,A
SAP_CO_466,SAP Engineer,Hard,CO,What is a cost split in CO master data?,Divides cost center fixed and variable costs for price calculation,A document split,A depreciation split,A revenue split,A
SAP_CO_467,SAP Engineer,Hard,CO,What is transaction CKMVFM in material ledger?,Material Ledger: Closing Entries — actual costing final step,Material price change,Material cost estimate,Material valuation,A
SAP_CO_468,SAP Engineer,Hard,CO,What is the cost component structure?,"Defines how cost components (material, labor, overhead) are structured in product cost",A settlement rule,A distribution rule,A price structure,A
SAP_CO_469,SAP Engineer,Hard,CO,What is process costing in CO?,Costing for production processes collecting actual costs by process order,Product costing,Order costing,Batch costing,A
SAP_CO_470,SAP Engineer,Medium,CO,What is CK11N transaction?,Create Standard Cost Estimate for a Material,Execute costing run,Mark cost estimate,Release cost estimate,A
SAP_CO_471,SAP Engineer,Hard,CO,What is CK40N transaction?,Execute Costing Run for multiple materials,Create cost estimate,Mark cost estimate,Release cost estimate,A
SAP_CO_472,SAP Engineer,Hard,CO,What is marking a cost estimate?,Saving a cost estimate as the planned price for future release,Releasing the estimate,Deleting the estimate,Displaying the estimate,A
SAP_CO_473,SAP Engineer,Hard,CO,What is releasing a cost estimate?,Activating the cost estimate as the new standard price for the material,Marking the estimate,Deleting the estimate,Recalculating the estimate,A
SAP_CO_474,SAP Engineer,Hard,CO,What is a cost estimate with quantity structure?,Uses BOM and routing to calculate product cost automatically,Manual cost estimate,Price list-based estimate,Overhead-based estimate,A
SAP_CO_475,SAP Engineer,Hard,CO,What is the purpose of KKAX transaction?,Display Actual Costing Results for Production Order,Create production order,Close production order,Run settlement,A
SAP_MM_476,SAP Engineer,Easy,MM,What does SAP MM stand for?,Materials Management,Master Management,Material Monitoring,Master Materials,A
SAP_MM_477,SAP Engineer,Easy,MM,What is the purpose of SAP MM?,"Manages procurement, inventory, and material master data",Financial accounting,Sales management,Production planning,A
SAP_MM_478,SAP Engineer,Easy,MM,What is a material master?,Central data record for a material containing all material information,A vendor record,A purchase order,A storage location,A
SAP_MM_479,SAP Engineer,Easy,MM,What is a vendor master in MM?,Master data for a vendor used in purchasing,Customer master,Material master,Storage master,A
SAP_MM_480,SAP Engineer,Easy,MM,What is a purchase requisition (PR)?,An internal request to purchase a material or service,A purchase order,A goods receipt,An invoice,A
SAP_MM_481,SAP Engineer,Easy,MM,What is a purchase order (PO)?,A formal document sent to vendor specifying items to buy,A purchase requisition,A goods receipt,A vendor invoice,A
SAP_MM_482,SAP Engineer,Easy,MM,What is goods receipt (GR)?,Confirmation that ordered goods have been received,Goods issue,Return delivery,Transfer posting,A
SAP_MM_483,SAP Engineer,Easy,MM,What is goods issue (GI)?,Reduction of inventory when materials are consumed or shipped,Goods receipt,Return delivery,Transfer posting,A
SAP_MM_484,SAP Engineer,Medium,MM,What is a transfer posting?,Moving stock between storage locations or changing stock type,Goods receipt,Goods issue,Return delivery,A
SAP_MM_485,SAP Engineer,Easy,MM,What is a material document?,Record created in system when a goods movement occurs,A financial document,A purchase order,A PR,A
SAP_MM_486,SAP Engineer,Medium,MM,What is an accounting document in MM?,FI document created parallel to material document for financial impact,A material document,A purchase order,A PR,A
SAP_MM_487,SAP Engineer,Easy,MM,What is MIGO transaction?,"Goods Movement — all types of GR, GI, transfer postings",Create a PO,Create a PR,Create a vendor,A
SAP_MM_488,SAP Engineer,Easy,MM,What is transaction ME21N?,Create Purchase Order,Create PR,Create goods receipt,Create invoice,A
SAP_MM_489,SAP Engineer,Easy,MM,What is transaction ME51N?,Create Purchase Requisition,Create PO,Create contract,Create scheduling agreement,A
SAP_MM_490,SAP Engineer,Medium,MM,What is transaction ME11?,Create Purchasing Info Record,Create vendor,Create contract,Create PO,A
SAP_MM_491,SAP Engineer,Medium,MM,What is a purchasing info record?,Link between material and vendor with price and delivery info,A purchase contract,A source list,A quota arrangement,A
SAP_MM_492,SAP Engineer,Medium,MM,What is a source list in SAP MM?,Defines allowed sources of supply for a material,An info record,A contract,A scheduling agreement,A
SAP_MM_493,SAP Engineer,Medium,MM,What is a contract in SAP MM?,Long-term agreement with vendor for materials at specified conditions,A PO,A PR,A scheduling agreement,A
SAP_MM_494,SAP Engineer,Hard,MM,What is a scheduling agreement?,Long-term agreement with delivery schedule lines,A contract,A PO,A framework order,A
SAP_MM_495,SAP Engineer,Hard,MM,What is a framework order (blanket PO)?,Long-term PO for value-based purchasing without specific quantities,A standard PO,A scheduling agreement,A contract,A
SAP_MM_496,SAP Engineer,Medium,MM,What is the three-way match in MM?,PO + GR + Invoice must match for automatic payment,Two-way match,Four-way match,One-way match,A
SAP_MM_497,SAP Engineer,Medium,MM,What is invoice verification in MM?,Checking vendor invoice against PO and GR before payment,A PR check,A GR check,A payment check,A
SAP_MM_498,SAP Engineer,Medium,MM,What is transaction MIRO?,Logistics Invoice Verification — post vendor invoice in MM,Create PO,Post GR,Create PR,A
SAP_MM_499,SAP Engineer,Medium,MM,What is the GR/IR account?,Clearing account for unmatched goods receipts and invoices,A bank account,A vendor account,A material account,A
SAP_MM_500,SAP Engineer,Easy,MM,What is a material type?,"Categorizes materials (raw material, finished goods, trading goods, etc.)",A material group,An industry sector,A valuation class,A
SAP_MM_501,SAP Engineer,Easy,MM,What is a plant in SAP?,Organizational unit representing a production facility or warehouse,A company code,A storage location,A purchasing organization,A
SAP_MM_502,SAP Engineer,Easy,MM,What is a storage location?,Sub-unit of a plant where stock is physically stored,A plant,A warehouse number,A bin,A
SAP_MM_503,SAP Engineer,Medium,MM,What is a warehouse management (WM) system?,Manages stock at warehouse/bin level with detailed locations,Inventory management,Plant maintenance,Production planning,A
SAP_MM_504,SAP Engineer,Medium,MM,What is a batch in SAP MM?,A lot of material produced/received under same conditions,A storage location,A stock type,A material group,A
SAP_MM_505,SAP Engineer,Medium,MM,What is batch management?,Tracking materials in specific batches for quality and traceability,Serial number management,Warehouse management,Inventory management,A
SAP_MM_506,SAP Engineer,Hard,MM,What is consignment stock?,Vendor-owned stock stored at customer's premises,Own stock,Blocked stock,Unrestricted stock,A
SAP_MM_507,SAP Engineer,Hard,MM,What is subcontracting in SAP MM?,Sending components to vendor for processing and receiving back,Standard purchasing,Service procurement,Third-party processing,A
SAP_MM_508,SAP Engineer,Hard,MM,What is a third-party order?,Purchase order where vendor delivers directly to customer,Subcontracting,Standard PO,Stock transfer,A
SAP_MM_509,SAP Engineer,Medium,MM,What is a stock transfer order?,Move stock between plants or company codes,A GR,A GI,A PR,A
SAP_MM_510,SAP Engineer,Medium,MM,What is STO (Stock Transfer Order)?,PO used for stock transfers between plants,A standard PO,A scheduling agreement,A framework order,A
SAP_MM_511,SAP Engineer,Medium,MM,What is MRP (Material Requirements Planning)?,Calculates material requirements based on demand and stock levels,A manual reorder process,An inventory count,A vendor list,A
SAP_MM_512,SAP Engineer,Medium,MM,What is transaction MD01?,Run MRP for all materials in a plant,Run MRP for one material,Display MRP elements,Create planned order,A
SAP_MM_513,SAP Engineer,Medium,MM,What is a planned order?,System-generated proposal for production or purchasing to cover demand,A purchase requisition,A purchase order,A production order,A
SAP_MM_514,SAP Engineer,Easy,MM,What is a reorder point?,Inventory level that triggers a new purchase or production order,Safety stock,Maximum stock,Average stock,A
SAP_MM_515,SAP Engineer,Easy,MM,What is safety stock?,Buffer stock held to prevent stockouts from demand/supply variability,Reorder point,Maximum stock,Cycle stock,A
SAP_MM_516,SAP Engineer,Easy,MM,What is a physical inventory in SAP?,Counting actual stock and reconciling with system stock,A goods movement,A stock transfer,An inventory report,A
SAP_MM_517,SAP Engineer,Medium,MM,What is transaction MI01?,Create Physical Inventory Document,Post inventory difference,Enter inventory count,Approve inventory,A
SAP_MM_518,SAP Engineer,Easy,MM,What is valuation in MM?,Determining the monetary value of inventory,A goods movement,A PR process,A PO process,A
SAP_MM_519,SAP Engineer,Medium,MM,What is moving average price (MAP)?,Price updated with each goods receipt based on weighted average,Standard price,Planned price,Budget price,A
SAP_MM_520,SAP Engineer,Medium,MM,What is standard price in MM?,Fixed price for a material set during costing; variances posted separately,Moving average price,Actual price,Estimated price,A
SAP_MM_521,SAP Engineer,Hard,MM,What is a price difference in MM?,Variance between PO price and moving average price posted to a separate account,A discount,A tax,A freight cost,A
SAP_MM_522,SAP Engineer,Easy,MM,What is a material group?,Code grouping materials with similar characteristics for reporting,A material type,A valuation class,An industry sector,A
SAP_MM_523,SAP Engineer,Medium,MM,What is a purchasing group?,Buyer or group responsible for procurement activities,A purchasing organization,A vendor group,A material group,A
SAP_MM_524,SAP Engineer,Easy,MM,What is a purchasing organization?,Organizational unit responsible for procurement for one or more plants,A purchasing group,A company code,A plant,A
SAP_MM_525,SAP Engineer,Medium,MM,What is centralized purchasing?,One purchasing organization handles procurement for multiple company codes,Decentralized purchasing,Plant-level purchasing,Cross-company purchasing,A
SAP_MM_526,SAP Engineer,Medium,MM,What is a condition type in MM?,"Pricing element (price, discount, freight, tax) in purchase order",A document type,A material type,A vendor type,A
SAP_MM_527,SAP Engineer,Hard,MM,What is a pricing procedure in MM?,Sequence of condition types to calculate net price,A payment term,A delivery term,A freight term,A
SAP_MM_528,SAP Engineer,Hard,MM,What is MRBR transaction?,Release Blocked Invoices — releases invoices blocked for payment,Create invoice,Verify invoice,Delete invoice,A
SAP_MM_529,SAP Engineer,Medium,MM,What is a goods receipt-based invoice verification?,Invoice can only be posted against a goods receipt,PO-based verification,Contract-based verification,Service-based verification,A
SAP_MM_530,SAP Engineer,Hard,MM,What is service entry sheet?,Document confirming services performed for a service PO,A goods receipt,An invoice,A purchase order,A
SAP_MM_531,SAP Engineer,Hard,MM,What is ML81N transaction?,Create/Maintain Service Entry Sheet,Create service PO,Post service invoice,Release service order,A
SAP_MM_532,SAP Engineer,Hard,MM,What is a quota arrangement?,Distributes procurement of a material among multiple vendors by percentage,A source list,A contract,An info record,A
SAP_MM_533,SAP Engineer,Medium,MM,What is the release (approval) strategy for PO?,Workflow-based approval process for purchase orders based on criteria,A document type,A condition type,A tolerance group,A
SAP_MM_534,SAP Engineer,Hard,MM,What is EKKO table in SAP?,Header data of purchase orders,Line item data of POs,GR data,Invoice data,A
SAP_MM_535,SAP Engineer,Hard,MM,What is EKPO table?,Line item data of purchase orders,Header data of POs,GR data,Invoice data,A
SAP_MM_536,SAP Engineer,Hard,MM,What is MSEG table?,Material document line items — records all goods movements,Material master data,Purchase order data,Invoice data,A
SAP_MM_537,SAP Engineer,Hard,MM,What is MKPF table?,Material document header — header of goods movement documents,Material document lines,PO header,Invoice header,A
SAP_MM_538,SAP Engineer,Hard,MM,What is RBKP table?,Invoice document header (Logistics Invoice Verification),Material document,PO header,GR header,A
SAP_MM_539,SAP Engineer,Medium,MM,What is EAN/GTIN in SAP MM?,International Article Number / barcode for products,A material number,A vendor number,A batch number,A
SAP_MM_540,SAP Engineer,Medium,MM,What is a serial number in SAP?,Unique identifier for individual material units for traceability,A batch number,A material number,A storage bin,A
SAP_MM_541,SAP Engineer,Hard,MM,What is automatic account determination in MM?,System automatically assigns G/L accounts to goods movements based on config,Manual account assignment,Document type assignment,Cost center assignment,A
SAP_MM_542,SAP Engineer,Hard,MM,What is OBYC transaction?,Account Determination for Material Management — configure G/L assignments,Create accounts,Define document types,Assign number ranges,A
SAP_MM_543,SAP Engineer,Easy,MM,What is a movement type in SAP MM?,Three-digit code controlling the type of goods movement,A document type,A material type,A posting key,A
SAP_MM_544,SAP Engineer,Easy,MM,What is movement type 101?,Goods Receipt for Purchase Order,Goods Issue,Transfer Posting,Return to Vendor,A
SAP_MM_545,SAP Engineer,Medium,MM,What is movement type 261?,Goods Issue for Production Order,Goods Receipt,Transfer to Plant,Return from Production,A
SAP_MM_546,SAP Engineer,Hard,MM,What is movement type 501?,Goods Receipt without Purchase Order (into unrestricted stock),GR to blocked stock,GR to QI stock,Return to vendor,A
SAP_MM_547,SAP Engineer,Hard,MM,What is movement type 311?,Transfer Posting from one storage location to another,Plant-to-plant transfer,Stock type change,Return to vendor,A
SAP_MM_548,SAP Engineer,Medium,MM,What is a return delivery in MM?,Sending goods back to vendor (movement type 122),A goods receipt,A goods issue,A transfer posting,A
SAP_MM_549,SAP Engineer,Easy,MM,What is a credit memo in MM?,Vendor issues credit to reduce the invoice amount,A debit memo,An invoice,A payment advice,A
SAP_MM_550,SAP Engineer,Hard,MM,What is a debit memo in MM?,Customer issues to request reduction in payment to vendor for overcharge,A credit memo,A goods receipt,A PO amendment,A
SAP_MM_551,SAP Engineer,Easy,MM,What is MMBЕ transaction?,Stock Overview — shows stock levels across all plants and locations,Material list,Goods movement report,Inventory count report,A
SAP_MM_552,SAP Engineer,Medium,MM,What is MB52 transaction?,Warehouse Stocks of Material — displays stock by storage location,Stock overview,Physical inventory list,GR list,A
SAP_MM_553,SAP Engineer,Medium,MM,What is MB51 transaction?,Material Document List — shows all goods movements for a material,Stock overview,Physical inventory,PO list,A
SAP_MM_554,SAP Engineer,Hard,MM,What is logistics invoice verification (LIV) tolerance?,Acceptable price/quantity variance between invoice and PO/GR,Payment tolerance,Dunning tolerance,Clearing tolerance,A
SAP_MM_555,SAP Engineer,Hard,MM,What is ERS (Evaluated Receipt Settlement)?,Automatic invoice creation based on goods receipt without vendor invoice,Manual invoice verification,Self-billing,Invoice posting,A
SAP_MM_556,SAP Engineer,Medium,MM,What is a delivery schedule in SAP?,Time-phased plan for receiving materials from a vendor,A PO delivery date,A GR schedule,A PR schedule,A
SAP_MM_557,SAP Engineer,Medium,MM,What is JIT (Just-In-Time) delivery in SAP?,"Receiving materials just when needed, minimizing inventory",Bulk delivery,Safety stock delivery,Consignment delivery,A
SAP_MM_558,SAP Engineer,Hard,MM,What is KANBAN in SAP?,Pull-based production control using KANBAN cards for replenishment,Push-based planning,MRP planning,Safety stock planning,A
SAP_MM_559,SAP Engineer,Hard,MM,What is a material ledger in MM?,Records material value and quantity flows for actual costing,A material document,A G/L ledger,An inventory ledger,A
SAP_MM_560,SAP Engineer,Hard,MM,What is split valuation?,Valuing the same material differently by origin or grade,Standard valuation,Average valuation,FIFO valuation,A
SAP_MM_561,SAP Engineer,Medium,MM,What is LIFO valuation?,Last In First Out inventory valuation method,FIFO,Moving average,Standard price,A
SAP_MM_562,SAP Engineer,Medium,MM,What is FIFO valuation?,First In First Out inventory valuation method,LIFO,Moving average,Standard price,A
SAP_MM_563,SAP Engineer,Hard,MM,What is GR blocked stock?,Goods received but held pending quality check (movement 103),Unrestricted stock,Restricted stock,Consignment stock,A
SAP_MM_564,SAP Engineer,Medium,MM,What is quality inspection stock?,Stock in quality check process not available for use,Unrestricted stock,Blocked stock,Restricted stock,A
SAP_MM_565,SAP Engineer,Hard,MM,What is the material valuation class?,Groups materials with same accounting for G/L account determination,A material type,A material group,An industry sector,A
SAP_SD_566,SAP Engineer,Easy,SD,What does SAP SD stand for?,Sales and Distribution,Sales and Delivery,Service and Distribution,Sales and Data,A
SAP_SD_567,SAP Engineer,Medium,SD,What is the order-to-cash process in SAP SD?,Sales Inquiry → Quotation → Order → Delivery → Billing,PR → PO → GR → Invoice,Production → Delivery → Billing,Inquiry → Payment,A
SAP_SD_568,SAP Engineer,Easy,SD,What is a sales organization in SAP SD?,Organizational unit responsible for selling products,A company code,A plant,A distribution channel,A
SAP_SD_569,SAP Engineer,Easy,SD,What is a distribution channel?,"Way of distributing goods (wholesale, retail, direct)",A sales organization,A division,A plant,A
SAP_SD_570,SAP Engineer,Medium,SD,What is a division in SAP SD?,Groups products or services within a sales organization,A distribution channel,A sales area,A sales office,A
SAP_SD_571,SAP Engineer,Easy,SD,What is a sales area?,Combination of Sales Organization + Distribution Channel + Division,A company code,A plant,A sales office,A
SAP_SD_572,SAP Engineer,Easy,SD,What is a customer master in SD?,Master data for customers used in sales and billing,A vendor master,A material master,A contact person,A
SAP_SD_573,SAP Engineer,Medium,SD,What is a partner function in SD?,"Role in a business transaction (Sold-To, Ship-To, Bill-To, Payer)",A customer type,A document type,A pricing type,A
SAP_SD_574,SAP Engineer,Easy,SD,What is the Sold-To party?,Customer who places the order,Delivery address customer,Invoice recipient,Payer,A
SAP_SD_575,SAP Engineer,Easy,SD,What is the Ship-To party?,Customer to whom goods are delivered,Order placer,Invoice recipient,Payer,A
SAP_SD_576,SAP Engineer,Easy,SD,What is a sales order?,Customer's request to purchase goods or services at agreed conditions,A purchase order,A delivery order,A billing document,A
SAP_SD_577,SAP Engineer,Easy,SD,What is transaction VA01?,Create Sales Order,Create quotation,Create delivery,Create billing,A
SAP_SD_578,SAP Engineer,Easy,SD,What is transaction VA02?,Change Sales Order,Create sales order,Display sales order,Copy sales order,A
